Name	Field	Morpho	Sp (mJy)	err_Sp	Sint (Jy km/s)	err	RMS (mJy/beam)	V_sys (km/s)	w50	DL (Mpc)	log M_HI	D_HI (kpc)
MGTH_J022357.0-051918	XMMLSS14_1310	SP	5.166964795712667	0.1197477716040536	0.196306337668108	0.009815316883405402	0.1197477716040536	21912.97249578385	45.043768	343.81212646019316	9.674184231605263	44.05548635065532
MGTH_J022357.1-044357	XMMLSS14_1330	SP	5.343836044082186	0.07907980468787476	0.7596648835630371	0.037983244178151854	0.07907980468787476	12841.123624976884	44.759043	194.17803521849686	9.791903851474684	41.97589839910078
MGTH_J022358.3-050756	XMMLSS14_1330	IR	2.5969198211326394	0.08437662258491634	0.13647409588459464	0.006823704794229732	0.08437662258491634	15285.786198014053	123.345653	232.7863257186628	9.19688147350864	16.218100973589298
MGTH_J022402.8-040935	XMMLSS14_1330	ME	21.160435691219302	0.2964649919188887	3.0907257583564283	0.15453628791782142	0.2964649919188887	9867.576158885082	179.329156	146.684392047717	10.166470108832721	67.14288529259522
MGTH_J022403.0-043422	XMMLSS14_1380	IR	6.235482585008677	0.08899643310132882	0.5153606634805761	0.051536066348057616	0.08899643310132882	6076.6277902233005	85.98349	88.58005605836189	8.961448271861773	18.535316234148116
MGTH_J022403.8-043305	XMMLSS14_1330	ME	10.302464961713913	0.10237811178641107	2.604081638280823	0.13020408191404118	0.10237811178641107	12955.997465935554	249.746511	195.6433801245316	10.33319964087024	67.29766562843179
MGTH_J022404.1-044812	XMMLSS13_1330	SP	48.608023751083934	0.7173921371598755	4.105304191989928	0.20526520959949646	0.7173921371598755	12818.42121652192	150.71596399999999	192.7142411235984	10.518321339768061	105.68175092136585
MGTH_J022405.7-051120	XMMLSS14_1310	IR	2.371372203688239	0.09037525785523932	0.12515894951916198	0.006257947475958099	0.09037525785523932	22716.40536361277	92.554525	357.6737723667005	9.51070348004392	31.76874070649769
MGTH_J022405.8-041444	XMMLSS14_1330	ME	3.7532149352103503	0.2699382002989557	0.5542734932773955	0.027713674663869776	0.2699382002989557	17900.221269233436	204.764075	275.57023392026053	9.944541619256666	55.08076964054035
MGTH_J022411.5-044745	XMMLSS14_1330	SP	1.639009667638064	0.07785242334348247	0.14741070481689114	0.007370535240844556	0.07785242334348247	13024.947583548277	119.47097600000001	197.11027764228504	9.092295345520416	18.492686189780777
MGTH_J022412.6-045953	XMMLSS14_1330	SP	7.804229426383139	0.07845488431345547	1.2271294342826005	0.06135647171413002	0.07845488431345547	11888.885912640908	241.64921299999997	178.16466357913544	9.92834459403675	50.81594425605605
