Name	RA	DEC	V_sys (km/s)	z	w50 (km/s)	D_67 (Mpc)	D_70 (Mpc)	S_int (Jy km/s)	HI size (kpc)	HI size err	log D_HI	log D_HI err	log M_HI (70)	err (70)	log M_HI (67)	err (67)	Inclination	Morpho	RMS (mJy/beam)	Field
MGTH_J021953.8-045710	34.974201	-4.952791	10130	0.033711755	154.683041	153.7613212	148.1062747	0.150645095	14.13776737	0.036730449	1.150380831	0.013882151	8.862478288	0.011475162	8.895025575	0.011475162	TRUE	S	0.087459594	XMMLSS13_1330
MGTH_J022021.4-045803	35.089326	-4.967381	10142	0.033397393	358.192754	152.2927104	146.6911593	0.702473285	31.88631246	0.036464892	1.503604298	0.010544198	9.523078258	0.002381477	9.555628608	0.002381477	TRUE	S	0.084662926	XMMLSS13_1330
MGTH_J022014.4-052345	35.060001	-5.39574	15197	0.050649589	103.113354	233.8397526	225.2823218	0.531287913	51.70511065	0.051953172	1.713533472	0.013182314	9.760043659	0.00864905	9.792426118	0.00864905	TRUE	S	0.229042093	XMMLSS13_1330
MGTH_J022033.0-052605	35.137294	-5.434741	12433	0.041313491	245.013165	189.4707183	182.5179029	1.266309098	56.80427243	0.04312544	1.754381002	0.010687639	9.962162963	0.005008524	9.994636226	0.005008524	TRUE	S	0.318709482	XMMLSS13_1330
MGTH_J022049.8-052913	35.207553	-5.486954	10059	0.033240283	225.411839	151.5589823	145.9841616	0.950761832	45.27848977	0.036332431	1.655891933	0.009539698	9.650455845	0.008358258	9.683007726	0.008358258	TRUE	SM	0.402222374	XMMLSS13_1330
MGTH_J022128.9-044232	35.370416	-4.708947	12793	0.042591458	101.671968	195.5108925	188.3391236	0.143019529	21.86254228	0.044290375	1.339700662	0.014373871	9.041223395	0.014881681	9.073684221	0.014881681	TRUE	SM	0.106832619	XMMLSS13_1330
MGTH_J022200.8-045226	35.503138	-4.873907	11206	0.037339961	73.631694	170.7579807	164.4845219	0.093189718	11.22617006	0.039701771	1.050231617	0.016436031	8.741951139	0.021193998	8.774463086	0.021193998	TRUE	SM	0.099599863	XMMLSS13_1330
MGTH_J022003.4-044850	35.013968	-4.813801	13237	0.044032925	63.317632	202.3365256	194.9175249	0.111767199	14.50650449	0.045616247	1.161562777	0.017074541	8.962763039	0.015413169	8.995209839	0.015413169	TRUE	D	0.086360205	XMMLSS13_1330
MGTH_J021818.0-043234	34.574803	-4.542664	12865	0.042912205	86.224614	197.0285334	189.8017761	0.33046642	28.15676754	0.044583159	1.449582795	0.013372111	9.411407666	0.01404556	9.44386537	0.01404556	TRUE	D	0.232916796	XMMLSS13_1330
MGTH_J022002.1-041438	35.008657	-4.243852	12697	0.042271672	69.212833	193.9984667	186.8815075	0.128043809	17.94257384	0.043998247	1.253884742	0.015256324	8.986704659	0.028661001	9.019168597	0.028661001	TRUE	D	0.184258975	XMMLSS13_1330
MGTH_J022033.6-045846	35.139963	-4.979395	12709	0.04243154	90.114359	194.7544808	187.6101227	0.126906202	15.56105443	0.044144207	1.192039022	0.016101095	8.986075582	0.015690906	9.018537964	0.015690906	TRUE	ET	0.099965119	XMMLSS13_1330
MGTH_J022028.5-053705	35.118694	-5.618062	13550	0.045161439	213.440575	207.6896396	200.076887	0.243377225	28.78348805	0.046669027	1.459143422	0.013906023	9.322482308	0.044999116	9.35491813	0.044999116	TRUE	S	0.548484999	XMMLSS13_1330
MGTH_J022110.7-050630	35.29468	-5.108296	12421	0.041315018	66.674892	189.4779282	182.5248513	0.046962873	8.367840174	0.043126791	0.922613377	0.020323549	8.531409689	0.051177141	8.563882937	0.051177141	TRUE	D	0.12077475	XMMLSS13_1330
MGTH_J022115.4-041355	35.313977	-4.231807	10118	0.033714012	91.946797	153.771867	148.1164364	0.167154675	17.61289872	0.036732358	1.245830838	0.012819229	8.907699516	0.022068302	8.940246782	0.022068302	TRUE	S	0.186629835	XMMLSS13_1330
MGTH_J022329.6-050339	35.873464	-5.060776	19703	0.065642654	44	306.2606538	295.1024004	0.04553482	20.46494841	0.068661608	1.311010654	0.022770885	8.915241208	0.135360672	8.947478135	0.135360672	TRUE	ET	0.303530571	XMMLSS13_1330
MGTH_J022011.5-051047	35.047754	-5.179725	15599	0.05194981	62.284501	240.063443	231.281619	0.126692144	19.89710772	0.053241092	1.298789951	0.017822975	9.159217172	0.019724797	9.191586995	0.019724797	TRUE	D	0.124421503	XMMLSS13_1330
MGTH_J022111.7-040445	35.298845	-4.079096	6117	0.02036538	47.599878	91.98275256	88.58653053	3.981170306	48.95786521	0.02574871	1.689822472	0.00662501	9.849409998	0.001621201	9.882087415	0.001621201	TRUE	S	0.330585931	XMMLSS13_1380
MGTH_J022029.4-041207	35.122559	-4.201822	6128	0.02036538	133.813333	91.98275256	88.58653053	0.523300884	19.14439091	0.02574871	1.282041554	0.008732237	8.96815071	0.006882891	9.000828127	0.006882891	TRUE	S	0.184484217	XMMLSS13_1380
MGTH_J022147.9-044614	35.449542	-4.770563	6071	0.020138936	89.086882	90.94472891	87.58661039	0.265255866	12.44192691	0.025573202	1.094887646	0.010155182	8.663397073	0.006454247	8.6960767	0.006454247	TRUE	S	0.087708427	XMMLSS13_1380
MGTH_J022313.2-043102	35.805154	-4.517088	5281	0.017462221	180.374712	78.70045936	75.7921791	5.501691647	40.04885892	0.023659597	1.602590147	0.006418847	9.856883734	0.001102177	9.889589481	0.001102177	TRUE	S	0.311440597	XMMLSS13_1380
MGTH_J022350.6-043703	35.960827	-4.617515	2285	0.007507153	105.542102	33.58243536	32.33781818	26.10123622	42.80222662	0.018483492	1.631466362	0.004925815	9.801761516	0.000615782	9.834564462	0.000615782	TRUE	S	0.833451514	XMMLSS13_1380
MGTH_J022138.1-052631	35.408581	-5.442009	2094	0.006911501	46.0432	30.90393694	29.75838973	1.284043268	8.631327799	0.018303047	0.93607761	0.008501268	8.421991196	0.004538257	8.45479996	0.004538257	TRUE	S	0.302353134	XMMLSS13_1380
MGTH_J022042.1-052115	35.175456	-5.354206	2217	0.007359246	49.195241	32.91710941	31.69709752	0.18129501	4.512568111	0.018436932	0.65442377	0.012249031	7.626231375	0.019159303	7.659035765	0.019159303	TRUE	D	0.180144461	XMMLSS13_1380
MGTH_J022136.5-053117	35.401918	-5.521255	2318	0.007657964	270.783753	34.26097072	32.99126192	87.49362717	69.47984869	0.018531948	1.841858864	0.004374585	10.33909857	0.000148122	10.37712475	0.000148122	TRUE	S	0.671930938	XMMLSS13_1380
MGTH_J022417.6-041710	36.073132	-4.286096	21720	0.072533726	190.352912	340.0234811	327.6602986	0.26809936	49.82233614	0.078999613	1.697424088	0.020235166	9.770496793	0.01262605	9.802666966	0.01262605	TRUE	S	0.165689145	XMMLSS14_1310
MGTH_J022427.1-043533	36.112831	-4.592608	21555	0.071519123	254.470865	335.033729	322.8483217	0.34113431	53.08225275	0.078129845	1.724949346	0.019693041	9.863097901	0.005645844	9.895277897	0.005645844	TRUE	SM	0.094349374	XMMLSS14_1310
MGTH_J022430.0-043614	36.12500	-4.603864	20708	0.068990995	322.044683	322.6286127	310.8856246	2.389156928	140.8991705	0.075467991	2.148908436	0.015269227	10.67767315	0.000883438	10.70987763	0.000883438	TRUE	S	0.103508962	XMMLSS14_1310
MGTH_J022336.8-042834	35.903494	-4.476246	20759	0.069159166	189.581872	323.452554	311.6801608	0.560568251	57.62591177	0.075646677	1.76061781	0.018680863	10.05013737	0.003690424	10.08234023	0.003690424	TRUE	S	0.1014454	XMMLSS14_1310
MGTH_J022415.6-044153	36.06494	-4.697977	20733	0.068990995	264.458876	322.6286127	310.8856246	1.074831079	87.65968972	0.075467991	1.942799929	0.016889114	10.33076869	0.001633444	10.36297317	0.001633444	TRUE	S	0.086099728	XMMLSS14_1310
MGTH_J022338.7-042431	35.911357	-4.408535	20507	0.068654813	44.953544	320.9820399	309.2978238	0.044889422	15.05728527	0.075110989	1.177746678	0.027728333	8.947398139	0.051224338	8.979605876	0.051224338	TRUE	D	0.112781194	XMMLSS14_1310
MGTH_J022300.8-043408	35.753146	-4.568811	22050	0.073380697	63.378461	344.1937631	331.6820805	0.084206825	42.59664317	0.079687653	1.629375376	0.021263857	9.277459036	0.023685349	9.309621011	0.023685349	FALSE	D	0.097558074	XMMLSS14_1310
MGTH_J022236.8-043432	35.653355	-4.575558	20834	0.069495666	192.19378	325.1017478	313.270506	0.158113626	34.48919323	0.076004422	1.537683035	0.021490385	9.504625543	0.012940326	9.536825135	0.012940326	TRUE	D	0.100318971	XMMLSS14_1310
MGTH_J022532.9-045733	36.38691	-4.959072	20986	0.069832378	162.885533	326.7526914	314.86255	0.290766999	43.68283651	0.07636266	1.640310831	0.020240771	9.773330942	0.010364534	9.805527273	0.010364534	TRUE	SM	0.14774213	XMMLSS14_1310
MGTH_J022316.3-052307	35.817838	-5.385289	20721	0.069495666	88.491597	325.1017478	313.270506	0.496128284	60.4006306	0.076004422	1.781041473	0.018553976	10.00125023	0.005712337	10.03344982	0.005712337	FALSE	S	0.138955686	XMMLSS14_1310
MGTH_J022214.0-045023	35.558235	-4.839604	21961	0.073380697	127.951889	344.1937631	331.6820805	0.133978776	29.47804471	0.079687653	1.469498673	0.023577296	9.479147749	0.010873096	9.511309724	0.010873096	TRUE	SM	0.071256646	XMMLSS14_1310
MGTH_J022056.9-045917	35.237121	-4.988159	22686	0.075589095	50.11867	355.0884535	342.1891598	0.059074015	25.76608974	0.081858365	1.411048515	0.025222799	9.148811487	0.053817988	9.180952093	0.053817988	TRUE	N	0.155237086	XMMLSS14_1310
MGTH_J022307.6-052904	35.78154	-5.484449	20935	0.069159166	415.916804	323.452554	311.6801608	1.489737816	97.84739507	0.075646677	1.990549268	0.016523007	10.47461872	0.002690691	10.50682157	0.002690691	TRUE	S	0.196562778	XMMLSS14_1310
MGTH_J022339.8-042259	35.915996	-4.383158	20708	0.068822877	131.135059	321.8051081	310.0915124	0.182575696	26.25759644	0.075289428	1.419254969	0.02306459	9.558786528	0.012633907	9.590992637	0.012633907	FALSE	ET	0.11312729	XMMLSS14_1310
MGTH_J022511.5-042047	36.297918	-4.346308	20607	0.068822877	98.013407	321.8051081	310.0915124	0.196164742	31.83135998	0.075289428	1.502855194	0.021781562	9.589964513	0.022487184	9.622170622	0.022487184	TRUE	SM	0.216342966	XMMLSS14_1310
MGTH_J022225.0-043108	35.60413	-4.518977	20721	0.068990995	469.415686	322.6286127	310.8856246	0.169305348	38.00360392	0.075467991	1.579824783	0.020769499	9.528099151	0.011850606	9.560303631	0.011850606	FALSE	Irr	0.098393958	XMMLSS14_1310
MGTH_J022444.3-042845	36.184586	-4.479208	23633	0.078832331	167.488208	371.143378	357.6737724	0.29300657	54.24531283	0.086153829	1.734362218	0.021597672	9.880118929	0.00870363	9.912228171	0.00870363	TRUE	S	0.124203998	XMMLSS14_1310
MGTH_J022322.2-041956	35.842511	-4.332192	22840	0.076100017	98.043986	357.6133146	344.6242612	0.219646686	47.01626988	0.082390312	1.672248171	0.021421387	9.72488636	0.013587876	9.757022024	0.013587876	TRUE	Irr	0.145670499	XMMLSS14_1310
MGTH_J022204.6-042017	35.519327	-4.338075	24896	0.082785616	-99	390.801541	376.6350617	0.261396512	42.31275013	0.091150647	1.626471253	0.024366072	9.872231612	0.011333837	9.904302653	0.011333837	TRUE	SM	0.143959961	XMMLSS14_1310
MGTH_J022422.4-052604	36.093276	-5.43439	22801	0.075929656	161.807513	356.771247	343.8121265	0.854310164	88.92962416	0.082218265	1.949046457	0.0183408	10.31286548	0.004261572	10.3450028	0.004261572	TRUE	SM	0.177721324	XMMLSS14_1310
MGTH_J022357.0-051918	35.987689	-5.321673	22776	0.075929656	45.043768	356.771247	343.8121265	0.196306338	47.67130128	0.082218265	1.678257007	0.021300118	9.674184232	0.01249623	9.706321543	0.01249623	TRUE	D	0.119747772	XMMLSS14_1310
MGTH_J022509.0-051228	36.287526	-5.207728	24638	0.082096008	101.790865	387.3654206	373.3206369	0.510844165	79.47302798	0.090391129	1.90021976	0.020682077	10.15609613	0.005968095	10.18817383	0.005968095	TRUE	SM	0.14818551	XMMLSS14_1310
MGTH_J022405.7-051120	36.023851	-5.188827	23646	0.078832331	92.554525	371.143378	357.6737724	0.12515895	37.00068129	0.086153829	1.568209721	0.023885955	9.51070348	0.014826199	9.542812722	0.014826199	TRUE	Irr	0.090375258	XMMLSS14_1310
MGTH_J022504.2-051611	36.267595	-5.269731	23274	0.07746485	96.702279	364.3659892	351.1370048	0.330772915	67.39040232	0.084200258	1.828598049	0.02002015	9.917852205	0.010841085	9.949974669	0.010841085	TRUE	S	0.174835204	XMMLSS14_1310
MGTH_J022523.2-051252	36.346474	-5.214573	23210	0.077294057	90.34515	363.5203338	350.3213863	0.236978075	48.87106864	0.083969275	1.689051836	0.021614719	9.771148227	0.016142078	9.803272343	0.016142078	TRUE	S	0.186531593	XMMLSS14_1310
MGTH_J022454.9-052548	36.228615	-5.429987	24354	0.081235232	92.711399	383.0805472	369.1875863	0.151850648	44.35785482	0.089444437	1.646970535	0.023612375	9.620245737	0.032417301	9.652331756	0.032417301	TRUE	S	0.239343148	XMMLSS14_1310
MGTH_J022332.2-044928	35.88422	-4.824316	13417	0.04467332	91.479922	205.3732368	197.8443092	0.271929581	31.31797877	0.048774708	1.495793725	0.014177353	9.361317858	0.00483587	9.393758429	0.00483587	TRUE	D	0.065886215	XMMLSS14_1330
MGTH_J022403.8-043305	36.015709	-4.551407	13248	0.044191799	249.746511	203.089647	195.6433801	2.604081638	68.10739498	0.048312798	1.833194269	0.01145845	10.33319964	0.000784343	10.3656449	0.000784343	TRUE	S	0.102378112	XMMLSS14_1330
MGTH_J022411.5-044745	36.047877	-4.795788	13321	0.044512764	119.470976	204.6116397	197.1102776	0.147410705	21.26642397	0.048614757	1.327694468	0.015919966	9.092295346	0.010539467	9.124737478	0.010539467	TRUE	S	0.077852423	XMMLSS14_1330
MGTH_J022357.1-044357	35.987809	-4.73256	13128	0.043871031	44.759043	201.5692547	194.1780352	0.759664884	43.21786574	0.048003276	1.635663316	0.012759955	9.791903851	0.002076229	9.824352227	0.002076229	TRUE	S	0.079079805	XMMLSS14_1330
MGTH_J022455.3-041735	36.230625	-4.293126	13212	0.04403139	312.926754	202.329251	194.9105137	2.512866417	90.39826444	0.048154602	1.956160093	0.010703001	10.31458811	0.002469736	10.34703492	0.002469736	TRUE	S	0.311119504	XMMLSS14_1330
MGTH_J022429.6-044037	36.123419	-4.676868	13224	0.04403139	207.836805	202.329251	194.9105137	0.521654835	40.18272517	0.048154602	1.604039387	0.013052537	9.631801943	0.003775511	9.664248758	0.003775511	TRUE	S	0.098733913	XMMLSS14_1330
MGTH_J022438.7-043418	36.161223	-4.571684	13116	0.04371072	236.707204	200.8096581	193.4459444	1.228641934	64.67066982	0.04785161	1.810707359	0.011490011	9.99755959	0.002026334	10.03000952	0.002026334	TRUE	S	0.124843424	XMMLSS14_1330
MGTH_J022417.0-045642	36.070928	-4.945053	13080	0.04355046	49.03504	200.0504609	192.7142411	0.057142239	9.926596266	0.047698553	0.996800359	0.02080507	8.661933247	0.027722847	8.694384742	0.027722847	TRUE	D	0.079448438	XMMLSS14_1330
MGTH_J022325.5-041753	35.856409	-4.297968	12972	0.043230086	270.857453	198.5332638	191.251996	1.480098416	62.94930212	0.047399324	1.79899092	0.011455534	10.06891763	0.003137904	10.10137224	0.003137904	TRUE	S	0.232992863	XMMLSS14_1330
MGTH_J022443.4-045158	36.180891	-4.866001	12278	0.040993726	102.892003	187.9610378	181.0629728	0.153415713	23.22431685	0.045252838	1.365942948	0.014404077	9.0388082	0.012604565	9.071284575	0.012604565	TRUE	D	0.097199825	XMMLSS14_1330
MGTH_J022522.7-045519	36.344517	-4.922065	11028	0.036864418	179.012872	168.5253627	162.3330622	0.856583537	40.84395524	0.041493531	1.611127792	0.011197539	9.69431503	0.003378388	9.726831608	0.003378388	TRUE	SM	0.145996133	XMMLSS14_1330
MGTH_J022447.5-044645	36.19811	-4.779217	9800	0.032610821	176.299089	148.6209084	143.1531485	3.345674844	68.35026264	0.03779629	1.834740188	0.008956674	10.18038748	0.000628278	10.2129455	0.000628278	TRUE	S	0.106453871	XMMLSS14_1330
MGTH_J022444.4-043351	36.185148	-4.564258	8979	0.029483188	377.605599	134.0609018	129.1242728	0.687412248	33.31874956	0.035069009	1.522688694	0.010013468	9.406169812	0.003798753	9.438758308	0.003798753	TRUE	S	0.132444179	XMMLSS14_1330
MGTH_J022402.8-040935	36.01172	-4.159706	10035	0.033395889	179.329156	152.2856873	146.684392	3.090725758	67.55624588	0.038493182	1.829665508	0.009147118	10.16647011	0.001895379	10.19902047	0.001895379	TRUE	S	0.296464992	XMMLSS14_1330
MGTH_J022212.3-044252	35.551300	-4.714386	13297	0.044191799	161.123975	203.089647	195.6433801	0.192735141	21.70887342	0.048312798	1.336637286	0.015715231	9.202505952	0.008260917	9.234951207	0.008260917	TRUE	S	0.079805992	XMMLSS14_1330
MGTH_J022412.6-045953	36.052606	-4.998188	12134	0.040356308	241.649213	184.9536311	178.1646636	1.227129434	51.71332065	0.044649435	1.713602426	0.011328647	9.928344594	0.001271209	9.960827174	0.001271209	TRUE	S	0.078454884	XMMLSS14_1330
MGTH_J022419.1-050041	36.079758	-5.011483	12098	0.040515589	126.41057	185.7048903	178.8886661	0.383408952	25.81169108	0.044800015	1.411816459	0.0137966	9.426506003	0.00435313	9.458987033	0.00435313	TRUE	ET	0.083929613	XMMLSS14_1330
MGTH_J022256.0-051359	35.733319	-5.233186	13393	0.04467332	102.746271	205.3732368	197.8443092	0.477244576	38.28455132	0.048774708	1.583023562	0.013396133	9.605602406	0.003912959	9.638042976	0.003912959	TRUE	SM	0.093564231	XMMLSS14_1330
MGTH_J022233.1-054249	35.638105	-5.71369	9859	0.032767739	44	149.3530959	143.8586521	2.706939965	50.21674503	0.037935212	1.700848559	0.00969726	10.09252056	0.006146626	10.12507704	0.006146626	TRUE	SM	0.842518141	XMMLSS14_1330
MGTH_J022344.3-042752	35.934551	-4.464432	18319	0.060981344	95.455165	283.5921696	273.2455953	0.360450882	47.16025234	0.066128143	1.67357612	0.017179599	9.750712224	0.006878133	9.782994354	0.006878133	TRUE	D	0.122502266	XMMLSS14_1330
MGTH_J022547.3-044811	36.446982	-4.803172	18468	0.061478479	51.057987	286.0032437	275.5702339	0.280042392	48.57356945	0.066722888	1.686400019	0.017202295	9.648041288	0.015961779	9.680318596	0.015961779	TRUE	Irr	0.220776706	XMMLSS14_1330
MGTH_J022504.9-044225	36.270493	-4.707007	16002	0.053254033	203.220305	246.3171751	237.3100438	0.61829579	53.42169445	0.057554433	1.727717659	0.014483655	9.868937553	0.004786285	9.901294704	0.004786285	TRUE	S	0.147178713	XMMLSS14_1330
MGTH_J022405.8-041444	36.023986	-4.245634	18468	0.061478479	204.764075	286.0032437	275.5702339	0.554273493	56.94778306	0.066722888	1.755476822	0.016525397	9.944541619	0.009860344	9.976818927	0.009860344	TRUE	SM	0.2699382	XMMLSS14_1330
MGTH_J022512.4-040915	36.301581	-4.154155	18754	0.062474147	92.978205	290.8368843	280.2306659	0.604022172	48.08743375	0.06792703	1.682031601	0.017558226	9.995622741	0.018237432	10.02789039	0.018237432	TRUE	SM	0.543633817	XMMLSS14_1330
MGTH_J022528.9-050236	36.370351	-5.043426	18369	0.060815736	278.170231	282.7893279	272.4715404	0.430649939	39.83513848	0.065931601	1.600266331	0.017913214	9.825662063	0.008223652	9.857945801	0.008223652	TRUE	S	0.17501545	XMMLSS14_1330
MGTH_J022538.4-050810	36.409883	-5.136023	18232	0.06065018	55.537588	281.9869105	271.6978975	0.138721222	24.69385103	0.065735493	1.392588824	0.020523394	9.331346407	0.032546171	9.363631751	0.032546171	TRUE	ET	0.223146392	XMMLSS14_1330
MGTH_J022536.4-050012	36.401768	-5.003312	16161	0.053907358	253.360989	249.4539512	240.3338728	1.453946224	68.02242919	0.05824311	1.832652137	0.013817729	10.25074873	0.002715993	10.28309953	0.002715993	TRUE	SM	0.196284465	XMMLSS14_1330
MGTH_J022533.7-045819	36.390593	-4.971898	16014	0.053416507	130.797972	247.0969985	238.0617839	0.217945053	31.54655597	0.057725587	1.498951953	0.016743753	9.418701431	0.016999679	9.451057004	0.016999679	TRUE	SM	0.184237308	XMMLSS14_1330
MGTH_J022520.8-050137	36.336759	-5.02687	16075	0.053580594	93.355985	247.8847357	238.8211554	0.291159278	37.98395017	0.057898499	1.579600128	0.015936477	9.547115984	0.011862837	9.579469963	0.011862837	TRUE	S	0.171731009	XMMLSS14_1330
MGTH_J022541.9-051835	36.424422	-5.309678	16149	0.053580594	117.825433	247.8847357	238.8211554	0.413566911	46.7062421	0.057898499	1.669374926	0.015079453	9.699531134	0.016799219	9.731885113	0.016799219	TRUE	S	0.345433461	XMMLSS14_1330
MGTH_J022456.0-051918	36.233412	-5.321557	16075	0.053416507	178.291962	247.0969985	238.0617839	0.782086762	59.63671961	0.057725587	1.775513747	0.014135673	9.973609349	0.005116378	10.00596492	0.005116378	TRUE	S	0.198979079	XMMLSS14_1330
MGTH_J022506.4-052105	36.276752	-5.35132	15990	0.053254033	217.5525	246.3171751	237.3100438	0.261435811	42.41266761	0.057554433	1.627495589	0.015375566	9.495106339	0.019394231	9.527463491	0.019394231	TRUE	S	0.252166743	XMMLSS14_1330
MGTH_J022537.3-052542	36.405312	-5.428272	16467	0.054888084	293.709779	254.167778	244.8780469	0.805903705	31.31397262	0.05928716	1.495738167	0.017233649	10.00994537	0.011559028	10.04228665	0.011559028	TRUE	S	0.462649309	XMMLSS14_1330
MGTH_J022358.3-050756	35.992999	-5.132353	15696	0.052275563	123.345653	241.6244033	232.7863257	0.136474096	20.38445055	0.056525145	1.30929901	0.018770464	9.196881474	0.012421086	9.229248131	0.012421086	TRUE	D	0.084376623	XMMLSS14_1330
MGTH_J022628.5-050905	36.618564	-5.151401	15062	0.04999952	93.90681	230.7321664	222.2868415	0.513930112	49.07194417	0.054175476	1.690833265	0.013930738	9.73452866	0.025090673	9.766917437	0.025090673	TRUE	S	0.643095408	XMMLSS14_1330
MGTH_J022058.7-051320	35.244692	-5.222278	19503	0.06497071	113.813296	302.9844466	291.9433686	0.208408053	30.47129445	0.070887258	1.483890904	0.020770089	9.567011684	0.03020142	9.599255125	0.03020142	TRUE	D	0.310046731	XMMLSS14_1330
MGTH_J022611.0-044104	36.545891	-4.684481	16406	0.054722806	137.830706	253.3729445	244.1118131	0.364153352	41.12566775	0.059110827	1.614112963	0.015922281	9.662360517	0.02059258	9.694703402	0.02059258	TRUE	S	0.372479815	XMMLSS14_1330
MGTH_J022702.5-043531	36.760353	-4.592071	9002	0.029951236	44	136.2357134	131.2196888	0.367955738	27.26845362	0.035471817	1.43566051	0.010742462	9.148335547	0.076962689	9.18091948	0.076962689	TRUE	S	1.436010298	XMMLSS14_1330
MGTH_J022555.1-043544	36.479766	-4.595673	9002	0.029637664	465.70501	134.7785241	129.8156945	0.427035174	26.28211966	0.035201733	1.419660388	0.010780819	9.203924496	0.012980612	9.236511486	0.012980612	TRUE	ET	0.281126901	XMMLSS14_1330
MGTH_J022405.0-044647	36.020706	-4.779847	13248	0.044193334	193.990661	203.0969255	195.6503951	0.060856753	13.00636022	0.048314255	1.114155778	0.018853915	8.701883688	0.02607327	8.734328928	0.02607327	TRUE	ET	0.079533597	XMMLSS14_1330
MGTH_J022603.6-044747	36.514823	-4.796272	16553	0.0548873	50.665854	254.16401	244.8744145	0.074777681	21.67899508	0.059286378	1.336039147	0.019293361	8.977421972	0.07668884	9.009763259	0.07668884	TRUE	ET	0.284807628	XMMLSS14_1330
MGTH_J022511.0-045455	36.295848	-4.915218	16529	0.0548873	65.197906	254.16401	244.8744145	0.132735114	7.529816858	0.059286378	0.876784413	0.029399115	9.226635807	0.020332383	9.258977093	0.020332383	TRUE	SM	0.134036034	XMMLSS14_1330
MGTH_J022402.6-044136	36.011009	-4.693417	13008	0.043390248	62.775254	199.2916629	191.9829251	2.502331691	93.49125445	0.047553969	1.970770987	0.010491142	10.30015182	0.000714908	10.33260488	0.000714908	TRUE	SM	0.089731784	XMMLSS14_1330
MGTH_J022350.6-045045	35.960948	-4.845838	13200	0.04403139	122.301016	202.329251	194.9105137	1.860478099	69.01686695	0.048154602	1.83895524	0.011385151	10.18404327	0.000785495	10.21649008	0.000785495	TRUE	S	0.073261371	XMMLSS14_1330
MGTH_J022244.3-035807	35.684684	-3.968548	2318	0.007657249	109.322689	34.25775408	32.98816421	21.09494959	36.554023	0.019609852	1.562935181	0.005455135	9.726444406	0.000978249	9.759245886	0.000978249	TRUE	SM	1.069932912	XMMLSS14_1380
MGTH_J022403.0-043422	36.012374	-4.572915	6139	0.020363914	85.98349	91.97603138	88.58005606	0.515360663	19.14324036	0.027212817	1.282015452	0.009228952	8.961448272	0.00337151	8.994125703	0.00337151	TRUE	ET	0.088996433	XMMLSS14_1380
MGTH_J022556.7-041857	36.486092	-4.315831	5589	0.018376261	227.279453	82.87625117	79.81447926	0.448368081	18.55822916	0.025682415	1.268536533	0.00880248	8.812156809	0.024617292	8.844853636	0.024617292	TRUE	S	0.566403797	XMMLSS14_1380
MGTH_J022321.6-043059	35.83982	-4.516511	5258	0.017614569	88.112883	79.3960727	76.46221777	0.501317663	14.65948536	0.025142237	1.166118724	0.00937418	8.824015442	0.003528089	8.856719702	0.003528089	TRUE	SM	0.09082751	XMMLSS14_1380
MGTH_J022325.3-053839	35.85555	-5.644269	5692	0.018986291	71.373277	85.6662644	82.50198396	0.212812763	11.65645991	0.026147114	1.066566674	0.01065879	8.516765059	0.03824027	8.549455933	0.03824027	TRUE	D	0.417367924	XMMLSS14_1380
MGTH_J095907.8+024213	149.782441	2.703669	23835	0.079075747	309.889419	372.3509955	358.8385349	0.453964315	86.27768782	0.101449984	1.935898498	0.022784608	10.07289129	0.003543273	10.10499818	0.003543273	FALSE	SM	0.078317917	COSMOS_1310
MGTH_J095945.1+023510	149.93777	2.586154	23783	0.079418519	63.984876	374.0521523	360.4793325	0.086335518	35.86446344	0.102007178	1.554664338	0.028527667	9.355745798	0.012193261	9.387849373	0.012193261	FALSE	SM	0.05124213	COSMOS_1310
MGTH_J100016.3+022528	150.067715	2.424341	24905	0.083376109	-99	393.7461404	379.4754115	0.148049501	31.50359165	0.107499896	1.49836007	0.031193494	9.631391005	0.005731857	9.663456344	0.005731857	FALSE	D	0.041223451	COSMOS_1310
MGTH_J100028.4+024112	150.118449	2.686586	22351	0.074299692	71.813001	348.7237443	336.0508346	0.207932078	54.90424724	0.094145057	1.739605942	0.023529831	9.680655833	0.006020444	9.712808915	0.006020444	FALSE	SM	0.061182507	COSMOS_1310
MGTH_J100115.5+022858	150.314539	2.482840	22491	0.074809389	93.278844	351.2384543	338.4760798	0.023803616	11.31158851	0.094872219	1.053523598	0.039153172	8.745211281	0.042156937	8.777359431	0.042156937	TRUE	ET	0.049024456	COSMOS_1310
MGTH_J100222.8+024519	150.595055	2.755408	21728	0.07226573	247.327515	338.7048656	326.3886528	0.461313722	59.96979996	0.089556307	1.7779326	0.02190045	10.00303691	0.006689353	10.03520968	0.006689353	TRUE	Irr	0.151065265	COSMOS_1310
MGTH_J100103.7+023053	150.265417	2.514789	21538	0.071927484	233.450917	337.0412482	324.7843044	0.454442727	71.34664795	0.089101441	1.853373574	0.020902293	9.992513697	0.002213706	10.02468974	0.002213706	TRUE	S	0.049260781	COSMOS_1310
MGTH_J100223.7+024027	150.598862	2.674246	20477	0.068388751	90.192157	319.6794128	308.0417001	0.183605152	41.15447829	0.086537049	1.614417101	0.023305504	9.555820559	0.013294447	9.588030873	0.013294447	TRUE	S	0.119866843	COSMOS_1310
