#Created by Natasha on Wed Nov 11 19:09:39 2020
#Early science data from COSMOS and XMMLSS, 1310-1420MHz
#Only objects with an optical counterpart are included, duplicates have been removed
#Objects with Mstellar -99 are outside the deep imaging footprint
name ra dec freq z Log(MHI) Log(Mstellar) W50 u(W50) Log(SFR) Log(Age) EBV umag gmag rmag Semimaj Semimin PA Inclination
MGTH_J021708.4-041349 34.285069 -4.230153 1.344615 0.056366 10.302000 9.514420 161.268990 44.000000 0.527476 9.156549 0.150000 17.719817 16.810951 16.478140 19.311000 16.716000 0.000000 30.046351
MGTH_J021609.9-051858 34.041089 -5.316018 1.344615 0.056366 10.572000 10.463200 185.127455 44.000000 0.434565 9.477121 0.150000 17.061545 15.684562 15.165572 33.532000 23.463000 70.000000 45.595483
MGTH_J021702.7-051940 34.261072 -5.327789 1.348168 0.053582 10.043000 9.120390 140.859556 44.000000 0.246984 9.056550 0.200000 18.651448 17.763325 17.410979 14.994000 13.754000 90.000000 23.465465
MGTH_J021724.3-043322 34.351291 -4.556091 1.373600 0.034075 8.418000 7.416890 48.552164 44.000000 -4.297650 8.956549 0.050000 22.122376 21.180323 20.778338 5.314000 4.706000 0.000000 27.676372
MGTH_J021748.5-043241 34.452069 -4.544841 1.328700 0.069019 9.989000 10.099500 231.099554 44.000000 0.401106 9.845098 0.100000 18.209173 17.220587 16.742603 11.580000 6.523000 90.000000 55.715760
MGTH_J021600.4-044414 34.001486 -4.737210 1.328300 0.069341 10.099000 9.910110 275.155525 44.000000 1.077300 9.006547 0.300000 17.920366 16.993108 16.538727 20.789000 6.367000 100.000000 72.165550
MGTH_J021639.9-044747 34.166110 -4.796436 1.328100 0.069502 10.288000 10.569100 137.304672 44.000000 0.310536 9.875061 0.050000 17.825231 16.608388 16.029447 13.131000 12.851000 0.000000 11.853388
MGTH_J021651.5-043714 34.214420 -4.620475 1.327900 0.069663 9.725000 10.396000 293.473137 44.000000 0.262463 9.954243 0.150000 18.643078 17.464900 16.808141 12.488000 4.594000 55.000000 68.415491
MGTH_J021645.4-042035 34.189373 -4.342978 1.310759 0.083651 9.885000 8.840400 112.723263 44.000000 -0.762430 9.812913 0.000000 20.808725 19.891819 19.495684 7.510000 4.829000 0.000000 49.983415
MGTH_J021848.1-045028 34.700433 -4.841058 1.310500 0.083866 9.720000 8.778300 67.423974 44.000000 -0.713430 9.414973 0.000000 20.627282 19.614233 19.303884 10.921000 6.962000 90.000000 50.395284
MGTH_J021534.4-042904 33.893491 -4.484564 1.312640 0.082098 9.172000 8.511130 68.952855 44.000000 -1.513350 9.778151 0.150000 23.653252 22.494343 21.628497 5.421000 2.555000 15.000000 61.880293
MGTH_J022128.8-042448 35.369807 -4.413428 1.409402 0.007807 9.637000 8.422820 178.215884 44.000000 -4.299740 9.056550 0.000000 16.328332 15.337355 15.062105 62.185000 14.803000 50.000000 76.228654
MGTH_J022042.1-052115 35.175456 -5.354206 1.410029 0.007359 7.910000 7.063750 49.195241 44.000000 -2.646710 9.812913 0.000000 20.250270 19.376030 18.962782 6.654000 5.410000 90.000000 35.605509
MGTH_J022136.5-053117 35.401918 -5.521255 1.409611 0.007658 10.242000 9.895640 270.783753 44.000000 -9.134220 9.414973 0.000000 14.175111 12.185795 11.732392 115.508000 89.757000 110.000000 39.007547
MGTH_J022138.1-052631 35.408581 -5.442009 1.410656 0.006912 7.732000 7.852270 46.043200 44.000000 -2.231110 9.698970 0.000000 18.197486 17.227758 16.849219 20.636000 13.145000 50.000000 50.431996
MGTH_J022147.9-044614 35.449542 -4.770563 1.392365 0.020139 8.757000 8.487320 89.086882 44.000000 -0.785000 9.380211 0.000000 17.782317 17.136406 16.845743 11.023000 5.174000 345.000000 62.005799
MGTH_J022111.7-040445 35.298845 -4.079096 1.392056 0.020365 9.911000 8.690200 47.599878 44.000000 -1.031830 9.006547 0.000000 17.258034 16.376418 16.015498 21.103000 16.321000 90.000000 39.340062
MGTH_J022002.8-042547 35.011522 -4.429787 1.395400 0.017920 9.101000 8.549910 132.832387 44.000000 -1.000590 9.602060 0.000000 18.001772 17.230884 16.916908 12.065000 6.617000 80.000000 56.739538
MGTH_J022029.4-041207 35.122559 -4.201822 1.392056 0.020365 8.942000 8.037510 133.813333 44.000000 -1.813350 9.414973 0.000000 19.486592 18.614095 18.252996 16.612000 7.334000 310.000000 63.801135
MGTH_J022117.8-045040 35.324328 -4.844534 1.361126 0.043552 9.041000 7.704700 70.664004 44.000000 -1.856340 8.956549 0.000000 21.255698 20.431673 20.108850 5.388000 4.308000 90.000000 36.912412
MGTH_J022128.9-044232 35.370416 -4.708947 1.362380 0.042591 8.871000 8.155640 101.671968 44.000000 -0.189731 8.456547 0.200000 19.546962 18.835900 18.530540 5.571000 4.862000 90.000000 29.222104
MGTH_J022105.4-042951 35.272616 -4.497611 1.364470 0.040994 9.503000 10.232300 227.802632 44.000000 0.373555 10.041393 0.050000 16.761231 15.841219 15.352232 14.681000 11.908000 120.000000 35.794849
MGTH_J022200.8-045226 35.503138 -4.873907 1.369277 0.037340 8.733000 8.289840 73.631694 44.000000 -0.919609 9.414973 0.100000 19.878787 19.142059 18.806750 5.546000 4.286000 90.000000 39.393170
MGTH_J022003.4-044850 35.013968 -4.813801 1.360499 0.044033 8.989000 8.045970 63.317632 44.000000 -1.556870 9.812913 0.000000 21.250401 20.414772 20.076451 7.080000 5.157000 90.000000 43.248423
MGTH_J021947.7-045130 34.948862 -4.858296 1.360917 0.043712 9.772000 9.641880 234.273873 44.000000 -0.216838 10.041393 0.050000 18.379271 17.459008 16.987462 15.241000 3.992000 20.000000 74.815680
MGTH_J021947.2-044831 34.946615 -4.808574 1.377009 0.031515 9.146000 8.783450 173.359875 44.000000 -0.392933 9.380211 0.200000 18.781684 17.918390 17.474148 14.994000 4.796000 90.000000 71.345464
MGTH_J021932.7-041447 34.886371 -4.246454 1.362380 0.042591 9.804000 9.626640 241.329591 44.000000 -0.165085 9.875061 0.000000 17.891139 17.008595 16.593805 17.595000 5.510000 90.000000 71.750402
MGTH_J022002.1-041438 35.008657 -4.243852 1.362798 0.042272 9.024000 8.032750 69.212833 44.000000 -0.607773 8.806548 0.150000 20.103331 19.318473 19.090161 5.524000 4.780000 90.000000 30.081308
MGTH_J022051.5-045703 35.214447 -4.950970 1.360708 0.043873 10.419000 9.926140 254.177063 44.000000 -0.168200 9.698970 0.000000 17.677435 16.531685 16.076549 18.818000 11.913000 330.000000 50.723451
MGTH_J022051.9-045832 35.216175 -4.975470 1.360708 0.043873 8.373000 8.409900 218.026447 44.000000 -1.041130 9.653213 0.200000 21.536958 20.503291 19.928311 5.395000 3.916000 0.000000 43.459790
MGTH_J022108.2-050309 35.284313 -5.052401 1.364052 0.041313 8.731000 7.622520 -99.000000 -99.000000 -0.847038 8.606547 0.150000 20.736483 20.058927 19.802395 5.088000 4.011000 90.000000 37.970702
MGTH_J022033.0-052605 35.137294 -5.434741 1.364052 0.041313 9.980000 10.010300 245.013165 44.000000 0.031118 9.875061 0.000000 17.265435 16.249041 15.774280 22.723000 15.182000 90.000000 48.076821
MGTH_J022049.8-052913 35.207553 -5.486954 1.374710 0.033240 10.021000 9.226580 225.411839 44.000000 -7.206660 9.301030 0.000000 18.326997 17.183137 16.733134 23.393000 8.635000 100.000000 68.338181
MGTH_J022026.3-045912 35.109755 -4.986555 1.362380 0.042591 9.006000 7.829880 87.355576 44.000000 -1.503770 9.544068 0.050000 21.402354 20.577883 20.286726 5.320000 4.964000 90.000000 21.079432
MGTH_J022033.6-045846 35.139963 -4.979395 1.362589 0.042432 8.728000 8.327850 90.114359 44.000000 0.351214 8.006543 0.300000 19.072908 18.295489 17.967620 7.439000 4.786000 90.000000 49.956723
MGTH_J022021.4-045803 35.089326 -4.967381 1.374501 0.033397 9.560000 10.394800 358.192754 44.000000 -6.914930 9.342423 0.150000 17.111597 15.506325 14.743088 41.362000 14.568000 305.000000 69.377615
MGTH_J021953.8-045710 34.974201 -4.952791 1.374083 0.033712 8.424000 9.682410 154.683041 44.000000 -0.549253 10.000000 0.000000 17.986734 17.005195 16.481634 12.196000 8.046000 340.000000 48.721135
MGTH_J022144.2-044231 35.434007 -4.708603 1.345661 0.055545 9.479000 9.097100 66.633396 44.000000 -0.600416 9.903090 0.100000 19.925378 18.969379 18.519876 6.258000 5.768000 0.000000 22.824078
MGTH_J022123.0-040259 35.345706 -4.049753 1.349841 0.052276 9.793000 7.048630 138.860339 44.000000 -0.430319 7.477121 0.300000 21.460404 21.534941 21.057778 4.000000 4.000000 0.000000 0.000000
MGTH_J022014.4-052345 35.060001 -5.395740 1.351931 0.050650 9.730000 10.204900 103.113354 44.000000 0.173146 9.903090 0.000000 17.344458 16.307895 15.834207 14.612000 14.297000 0.000000 11.918494
MGTH_J022028.5-053705 35.118694 -5.618062 1.359030 0.045161 9.497300 -99.000000 213.440575 44.000000 -99.000000 0.000000 -99.000000 0.000000 0.000000 0.000000 4.000000 4.000000 0.000000 0.000000
MGTH_J022110.7-050630 35.294680 -5.108296 1.364050 0.041315 8.411000 6.565490 66.674892 44.000000 -0.431594 7.020001 0.300000 22.018127 21.264112 21.115306 5.771000 3.068000 310.000000 57.884777
MGTH_J022115.4-041355 35.313977 -4.231807 1.374080 0.033714 8.686000 8.841250 91.946797 44.000000 -0.549088 9.602060 0.150000 18.941475 18.090679 17.679861 11.034000 4.328000 20.000000 66.905915
MGTH_J022329.6-050339 35.873464 -5.060776 1.332910 0.065643 9.917000 10.124100 44.000000 44.000000 -0.512831 9.875061 0.300000 20.453142 18.792563 17.807585 7.024000 4.400000 0.000000 51.213241
MGTH_J022011.5-051047 35.047754 -5.179725 1.350260 0.051950 8.888000 7.339800 62.284501 44.000000 -1.305180 8.806548 0.200000 22.585284 21.791415 21.467738 4.704000 4.607000 0.000000 11.655716
MGTH_J022146.5-043621 35.443790 -4.605946 1.320374 0.075760 10.121000 10.085400 327.709558 44.000000 0.142515 10.041393 0.100000 19.009352 17.942429 17.447191 16.050000 3.692000 340.000000 76.701094
MGTH_J022054.9-042201 35.228724 -4.366962 1.322882 0.073721 9.581000 8.774230 146.211299 44.000000 -0.754269 9.740363 0.000000 20.430853 19.577133 19.319598 8.275000 4.367000 70.000000 58.147513
MGTH_J022148.3-044833 35.451399 -4.809249 1.323927 0.072873 9.623000 8.763730 207.148307 44.000000 -0.803281 9.778151 0.000000 20.524977 19.650642 19.375066 8.734000 4.750000 340.000000 57.053778
MGTH_J022056.3-042806 35.234511 -4.468362 1.328106 0.069497 9.324000 10.376700 68.070254 44.000000 0.145074 10.000000 0.000000 18.088765 16.886624 16.414611 7.222000 4.618000 350.000000 50.250294
MGTH_J022135.9-042519 35.399549 -4.421883 1.328524 0.069161 9.974000 9.264140 180.974953 44.000000 0.649990 8.756548 0.200000 18.367152 17.527396 17.290068 14.300000 8.696000 40.000000 52.546895
MGTH_J022230.9-040742 35.628928 -4.128441 1.326226 0.071013 9.631000 8.696760 45.954898 44.000000 0.241300 8.606547 0.300000 20.148317 19.267683 18.874274 6.796000 3.174000 30.000000 62.157709
MGTH_J022028.9-042514 35.120451 -4.420579 1.327897 0.069666 9.428000 9.487020 102.010154 44.000000 0.000283 9.698970 0.150000 19.320951 18.312709 17.881384 10.167000 7.134000 50.000000 45.437900
MGTH_J021934.4-042846 34.893161 -4.479507 1.328106 0.069497 9.212000 8.041640 94.146537 44.000000 -1.890730 9.740363 0.000000 22.802830 21.812123 21.384324 4.100000 4.100000 0.000000 0.000000
MGTH_J021931.5-042703 34.881303 -4.450866 1.328315 0.069329 9.268000 8.351820 64.329910 44.000000 -0.841476 9.380211 0.000000 20.655908 19.894709 19.499097 7.221000 5.568000 0.000000 39.548639
MGTH_J022016.8-042546 35.069941 -4.429369 1.328942 0.068824 9.793000 8.426480 88.095844 44.000000 0.645504 7.740363 0.200000 18.984154 18.320165 18.231134 5.310000 3.326000 280.000000 51.217529
MGTH_J022146.8-050750 35.445109 -5.130516 1.322882 0.073721 9.741000 8.786030 184.065725 44.000000 1.608430 7.180000 0.600000 19.761634 18.781761 18.278191 8.742000 3.838000 0.000000 63.957994
MGTH_J022113.4-043551 35.306002 -4.597368 1.312641 0.082098 9.516000 9.881090 181.705270 44.000000 -0.043990 9.845098 0.050000 19.377468 18.350768 17.809801 4.745000 4.682000 0.000000 9.346984
MGTH_J022154.1-044023 35.475513 -4.672937 1.313477 0.081409 9.332000 10.427200 505.982551 44.000000 -0.100553 9.845098 0.150000 19.113933 17.624996 16.924402 20.432000 7.716000 345.000000 67.812245
MGTH_J022108.8-043907 35.286748 -4.652048 1.313895 0.081065 9.850000 10.987000 329.599695 44.000000 0.660031 10.041393 0.050000 17.458239 16.225482 15.605210 14.895000 11.032000 20.000000 42.213080
MGTH_J022106.1-045401 35.275543 -4.900304 1.313059 0.081753 9.266000 10.310400 300.653212 44.000000 -0.109879 10.079181 0.050000 19.379311 18.119588 17.444708 8.830000 4.266000 35.000000 61.110253
MGTH_J022045.0-050058 35.187403 -5.016189 1.312014 0.082615 9.218000 7.869760 -99.000000 -99.000000 -2.412610 8.756548 0.000000 22.582440 21.390447 21.081526 4.462000 4.190000 0.000000 -99.000000
MGTH_J022108.8-052326 35.286727 -5.390599 1.312430 0.082272 9.740000 8.844810 100.924088 44.000000 -0.596127 9.653213 0.000000 20.383992 19.504041 19.259459 8.964000 5.531000 325.000000 51.900890
MGTH_J022302.5-043637 35.760600 -4.610338 1.314940 0.080206 9.440000 8.903920 67.319194 44.000000 0.613202 8.106544 0.300000 19.548955 18.706673 18.358245 4.760000 3.230000 0.000000 47.267890
MGTH_J022145.5-050210 35.439628 -5.036074 1.323090 0.073552 9.166000 8.121850 143.103648 44.000000 -1.215330 9.380211 0.000000 21.607412 20.699059 20.507487 6.616000 3.466000 90.000000 58.407023
MGTH_J022350.6-043703 35.960827 -4.617515 1.409822 0.007507 9.910000 8.361190 105.542102 44.000000 -4.361360 9.056550 0.000000 16.726788 15.491005 15.100593 48.856000 34.173000 60.000000 45.616005
MGTH_J022244.3-035807 35.684684 -3.968548 1.409612 0.007657 9.705000 -99.000000 109.322689 44.000000 -99.000000 0.000000 -99.000000 0.000000 0.000000 0.000000 4.000000 4.000000 0.000000 0.000000
MGTH_J022403.0-043422 36.012374 -4.572915 1.392058 0.020364 8.933000 8.191260 85.983490 44.000000 -1.167320 9.544068 0.050000 18.767812 18.069624 17.778552 10.193000 7.209000 50.000000 44.988388
MGTH_J022556.7-041857 36.486092 -4.315831 1.394775 0.018376 9.376000 10.011600 227.279453 44.000000 -0.012845 9.778151 0.050000 15.626168 14.623763 14.133644 29.704000 20.368000 90.000000 46.709404
MGTH_J022313.2-043102 35.805154 -4.517088 1.396028 0.017462 9.973000 9.903370 180.374712 44.000000 0.001999 9.954243 0.000000 15.370949 14.496734 14.111885 29.317000 18.962000 30.000000 49.699836
MGTH_J022321.6-043059 35.839820 -4.516511 1.395819 0.017615 8.743000 7.857680 88.112883 44.000000 -1.943200 9.778151 0.000000 19.901032 19.061133 18.716362 10.841000 4.328000 0.000000 66.470251
MGTH_J022319.7-043100 35.831899 -4.516695 1.396237 0.017310 8.632000 8.018550 153.000076 44.000000 -1.912660 10.113943 0.000000 19.813628 18.991713 18.636645 9.529000 6.185000 90.000000 49.528385
MGTH_J022325.3-053839 35.855550 -5.644269 1.393940 0.018986 8.436000 -99.000000 71.373277 44.000000 -99.000000 0.000000 -99.000000 0.000000 0.000000 0.000000 4.000000 4.000000 0.000000 0.000000
MGTH_J022332.2-044928 35.884220 -4.824316 1.359665 0.044673 9.191000 8.699040 91.479922 44.000000 -1.269080 9.653213 0.000000 20.176840 19.082910 18.705783 9.985000 7.350000 30.000000 42.599402
MGTH_J022403.8-043305 36.015709 -4.551407 1.360292 0.044192 10.221000 10.185000 249.746511 44.000000 0.733922 9.653213 0.100000 16.409372 15.542286 15.115097 22.106000 13.329000 70.000000 52.917922
MGTH_J022411.5-044745 36.047877 -4.795788 1.359874 0.044513 8.600000 9.427850 119.470976 44.000000 -0.100651 9.740363 0.200000 18.835793 17.800618 17.259666 10.925000 7.132000 90.000000 49.245848
MGTH_J022357.1-044357 35.987809 -4.732560 1.360710 0.043871 9.494000 10.641500 -99.000000 -99.000000 0.609566 10.041393 0.300000 17.787133 16.414428 15.638583 25.523000 7.169000 104.000000 73.687034
MGTH_J022455.3-041735 36.230625 -4.293126 1.360501 0.044031 10.076000 10.758900 312.926754 44.000000 -0.162154 10.079181 0.000000 17.231062 15.700672 15.047212 33.678000 26.371000 0.000000 38.460841
MGTH_J022429.6-044037 36.123419 -4.676868 1.360501 0.044031 9.504000 8.550330 207.836805 44.000000 -0.840003 9.602060 0.100000 20.083927 19.225731 18.846563 13.152000 3.637000 20.000000 73.946436
MGTH_J022350.6-045045 35.960948 -4.845838 1.360501 0.044031 10.117000 8.570440 122.301016 44.000000 -0.531191 9.301030 0.000000 18.889186 18.109036 17.935642 19.129000 14.419000 320.000000 41.081380
MGTH_J022438.7-043418 36.161223 -4.571684 1.360919 0.043711 9.905000 9.613940 236.707204 44.000000 -0.188535 10.000000 0.050000 17.999469 17.074065 16.695481 22.722000 9.594000 125.000000 65.024293
MGTH_J022404.1-044812 36.017194 -4.803471 1.361128 0.043550 10.664000 10.300800 150.715964 44.000000 0.321651 9.653213 0.000000 16.496632 15.403269 14.976011 30.639000 25.979000 90.000000 32.015332
MGTH_J022402.6-044136 36.011009 -4.693417 1.361337 0.043390 10.164000 11.023700 279.249281 44.000000 0.594655 9.812913 0.050000 15.807081 14.478565 13.895667 36.035000 22.796000 90.000000 50.757261
MGTH_J022359.2-044148 35.996665 -4.696709 1.361337 0.043390 9.344000 10.202300 62.775254 44.000000 0.223094 9.875061 0.050000 17.182925 16.125250 15.618334 16.974000 12.664000 30.000000 41.747860
MGTH_J022417.0-045642 36.070928 -4.945053 1.361128 0.043550 8.476000 7.706640 49.035040 44.000000 -0.584080 8.106544 0.300000 21.076744 20.234065 19.873353 5.362000 4.010000 330.000000 41.595065
MGTH_J022325.5-041753 35.856409 -4.297968 1.361546 0.043230 9.801000 10.204700 270.857453 44.000000 0.071194 9.954243 0.200000 18.371306 17.120359 16.374537 23.103000 5.876000 300.000000 75.265563
MGTH_J022443.4-045158 36.180891 -4.866001 1.364471 0.040994 8.892000 7.702920 102.892003 44.000000 -1.566040 9.477121 0.000000 21.238694 20.447231 20.135107 9.287000 6.599000 30.000000 44.719247
MGTH_J022522.7-045519 36.344517 -4.922065 1.369905 0.036864 9.558000 8.442000 179.012872 44.000000 -1.235840 9.698970 0.000000 19.818251 19.019430 18.705008 15.139000 6.678000 330.000000 63.825124
MGTH_J022447.5-044645 36.198110 -4.779217 1.375548 0.032611 10.121000 8.935100 176.299089 44.000000 -0.513156 9.602060 0.050000 18.311344 17.381747 17.072323 24.818000 19.566000 110.000000 37.965679
MGTH_J022444.4-043351 36.185148 -4.564258 1.379727 0.029483 9.357000 8.822230 377.605599 44.000000 -0.446739 9.477121 0.150000 18.431010 17.599268 17.228277 18.433000 6.619000 15.000000 68.956033
MGTH_J022402.8-040935 36.011720 -4.159706 1.374503 0.033396 10.058000 10.320000 179.329156 44.000000 0.112707 9.740363 0.000000 16.154100 15.076786 14.603300 35.016000 27.389000 120.000000 38.538904
MGTH_J022212.3-044252 35.551300 -4.714386 1.360292 0.044192 8.716000 9.093670 161.123975 44.000000 -0.567276 9.812913 0.000000 19.028177 18.191595 17.792325 8.898000 4.668000 30.000000 58.357855
MGTH_J022248.8-045308 35.703326 -4.885567 1.369487 0.037181 9.921000 9.056650 202.072023 44.000000 0.462491 8.756548 0.200000 17.325686 16.638512 16.360471 15.457000 10.802000 90.000000 45.665833
MGTH_J022340.4-050045 35.918125 -5.012551 1.359665 0.044673 9.917000 9.468780 125.894811 44.000000 0.027837 9.653213 0.150000 18.244652 17.280414 16.843897 16.945000 12.808000 310.000000 40.899675
MGTH_J022412.6-045953 36.052606 -4.998188 1.365307 0.040356 9.829000 9.723610 241.649213 44.000000 -0.068112 9.875061 0.000000 17.533545 16.656864 16.250150 19.576000 11.327000 120.000000 54.646694
MGTH_J022419.1-050041 36.079758 -5.011483 1.365098 0.040516 9.152000 9.853750 126.410570 44.000000 -0.047723 10.079181 0.000000 17.475049 16.638590 16.199179 11.502000 9.465000 90.000000 34.623806
MGTH_J022256.0-051359 35.733319 -5.233186 1.359665 0.044673 9.452000 7.963490 102.746271 44.000000 -0.327231 8.106544 0.100000 19.278855 18.684880 18.563276 11.195000 5.516000 90.000000 60.480486
MGTH_J022233.1-054249 35.638105 -5.713690 1.375339 0.032768 9.669000 -99.000000 44.000000 44.000000 -99.000000 0.000000 -99.000000 0.000000 0.000000 0.000000 4.000000 4.000000 0.000000 0.000000
MGTH_J022344.3-042752 35.934551 -4.464432 1.338766 0.060981 9.500000 8.220090 95.455165 44.000000 0.731958 7.544068 0.300000 19.443280 18.738157 18.508078 7.613000 4.313000 25.000000 55.491330
MGTH_J022547.3-044811 36.446982 -4.803172 1.338139 0.061478 9.570000 8.712300 51.057987 44.000000 -0.600949 9.414973 0.100000 20.485856 19.622902 19.258526 8.571000 8.251000 90.000000 15.705705
MGTH_J022504.9-044225 36.270493 -4.707007 1.348588 0.053254 9.712000 9.882730 203.220305 44.000000 -0.209664 10.079181 0.000000 18.407316 17.465342 16.997670 14.882000 6.074000 0.000000 65.911699
MGTH_J022405.8-041444 36.023986 -4.245634 1.338139 0.061478 9.696000 10.819200 204.764075 44.000000 0.492275 10.041393 0.050000 17.142942 15.929095 15.368847 18.336000 16.415000 0.000000 26.461572
MGTH_J022512.4-040915 36.301581 -4.154155 1.336885 0.062474 9.686000 9.362440 92.978205 44.000000 0.953074 8.556547 0.300000 18.113466 17.243635 16.886942 11.327000 9.726000 90.000000 30.833954
MGTH_J022528.9-050236 36.370351 -5.043426 1.338975 0.060816 9.599000 10.446300 278.170231 44.000000 1.055940 9.602060 0.300000 17.312674 16.142015 15.553167 19.169000 13.445000 0.000000 45.461138
MGTH_J022538.4-050810 36.409883 -5.136023 1.339184 0.060650 9.047000 8.957700 55.537588 44.000000 1.087540 7.906545 0.300000 18.188669 17.439568 17.127618 8.004000 5.764000 30.000000 43.933965
MGTH_J022536.4-050012 36.401768 -5.003312 1.347752 0.053907 10.103000 9.589490 253.360989 44.000000 2.597080 7.020001 0.600000 16.553178 15.794206 15.318732 15.509000 8.918000 40.000000 54.898900
MGTH_J022533.7-045819 36.390593 -4.971898 1.348380 0.053417 9.234000 8.756170 130.797972 44.000000 0.465447 8.106544 0.300000 18.894644 18.103596 17.727562 6.211000 4.950000 90.000000 37.157980
MGTH_J022520.8-050137 36.336759 -5.026870 1.348170 0.053581 9.439000 8.740770 93.355985 44.000000 0.235997 8.656548 0.200000 18.877632 18.145420 17.849089 10.041000 9.281000 90.000000 22.435413
MGTH_J022541.9-051835 36.424422 -5.309678 1.348170 0.053581 9.618000 9.061100 117.825433 44.000000 0.466945 8.756548 0.200000 18.237612 17.490558 17.169824 12.220000 9.113000 20.000000 41.776899
MGTH_J022456.0-051918 36.233412 -5.321557 1.348380 0.053417 9.844000 9.508230 178.291962 44.000000 -0.190120 9.845098 0.000000 18.505593 17.664583 17.268809 14.346000 11.316000 20.000000 37.927300
MGTH_J022506.4-052105 36.276752 -5.351320 1.348588 0.053254 9.467000 9.830160 217.552500 44.000000 -0.039162 9.812913 0.050000 18.296300 17.338982 16.836939 15.632000 8.822000 0.000000 55.642475
MGTH_J022537.3-052542 36.405312 -5.428272 1.346499 0.054888 9.886000 10.185300 293.709779 44.000000 0.283924 9.954243 0.050000 17.603053 16.637629 16.159618 23.525000 11.862000 30.000000 59.719779
MGTH_J022358.3-050756 35.992999 -5.132353 1.349842 0.052276 8.964000 6.946730 123.345653 44.000000 -0.050357 7.020001 0.300000 21.601038 20.917513 20.712976 5.449000 5.120000 90.000000 20.011836
MGTH_J022628.5-050905 36.618564 -5.151401 1.352768 0.050000 9.657000 8.785990 93.906810 44.000000 0.231047 8.706548 0.200000 18.703911 17.955087 17.679352 12.934000 9.432000 90.000000 43.177218
MGTH_J022058.7-051320 35.244692 -5.222278 1.333751 0.064971 9.044000 7.926960 113.813296 44.000000 -1.174660 9.301030 0.200000 22.605674 21.727081 21.119774 5.243000 4.041000 30.000000 39.579439
MGTH_J022611.0-044104 36.545891 -4.684481 1.346710 0.054723 9.409000 8.496850 137.830706 44.000000 -0.772112 9.477121 0.050000 20.163861 19.363156 19.089700 9.687000 5.803000 20.000000 53.198091
MGTH_J022400.9-044943 36.003910 -4.828729 1.360500 0.044032 8.951000 7.886520 234.327333 44.000000 -0.954391 9.006547 0.200000 21.215408 20.369547 20.003413 8.278000 3.207000 100.000000 67.206412
MGTH_J022702.5-043531 36.760353 -4.592071 1.379100 0.029951 9.232000 9.599580 44.000000 44.000000 -0.314896 9.845098 0.100000 17.511073 16.495035 16.046448 20.405000 18.269000 0.000000 26.450467
MGTH_J022555.1-043544 36.479766 -4.595673 1.379520 0.029638 9.109000 9.947970 465.705010 44.000000 0.089247 10.041393 0.050000 16.638916 15.777775 15.341436 16.620000 11.550000 320.000000 45.977098
MGTH_J022405.0-044647 36.020706 -4.779847 1.360290 0.044193 8.421000 8.854170 193.990661 44.000000 -0.902892 9.903090 0.100000 20.124789 19.147735 18.675190 7.001000 4.023000 40.000000 54.926121
MGTH_J022603.6-044747 36.514823 -4.796272 1.346500 0.054887 8.920000 9.034610 50.665854 44.000000 1.857000 7.180000 0.600000 18.504394 17.489518 16.957730 13.447000 4.991000 105.000000 68.212772
MGTH_J022511.0-045455 36.295848 -4.915218 1.346500 0.054887 8.803000 10.151200 65.197906 44.000000 0.792604 9.544068 0.300000 17.738364 16.583100 15.992418 15.106000 12.081000 90.000000 36.893913
MGTH_J022417.6-041710 36.073132 -4.286096 1.324346 0.072534 9.732000 8.760330 190.352912 44.000000 0.729014 8.056547 0.300000 19.275992 18.507583 18.233128 7.877000 5.284000 30.000000 47.870098
MGTH_J022427.1-043533 36.112831 -4.592608 1.325600 0.071519 9.716000 10.287900 254.470865 44.000000 0.056242 10.000000 0.050000 18.636990 17.477509 16.913974 10.701000 7.497000 30.000000 45.525743
MGTH_J022430.0-043614 36.125000 -4.603864 1.328735 0.068991 10.455000 10.735300 322.044683 44.000000 1.376710 9.544068 0.300000 16.828421 15.582659 15.058266 26.670000 19.534000 0.000000 42.909212
MGTH_J022336.8-042834 35.903494 -4.476246 1.328526 0.069159 9.749000 8.950320 189.581872 44.000000 0.263367 8.856548 0.300000 19.893017 18.949393 18.535810 12.058000 3.974000 350.000000 70.757095
MGTH_J022415.6-044153 36.064940 -4.697977 1.328735 0.068991 10.078000 9.608730 264.458876 44.000000 0.493048 9.301030 0.200000 18.486341 17.524778 17.135871 16.375000 8.542000 20.000000 58.557081
MGTH_J022338.7-042431 35.911357 -4.408535 1.329153 0.068655 8.851000 7.884240 44.953544 44.000000 -0.670699 8.706548 0.200000 21.641306 20.960512 20.686286 4.505000 4.495000 0.000000 3.818305
MGTH_J022300.8-043408 35.753146 -4.568811 1.323301 0.073381 9.061000 8.330390 63.378461 44.000000 -1.003270 9.544068 0.000000 21.138035 20.293605 20.090092 4.953000 4.882000 0.000000 9.712987
MGTH_J022236.8-043432 35.653355 -4.575558 1.328108 0.069496 9.268000 8.555150 192.193780 44.000000 -1.095370 9.812913 0.050000 21.386699 20.449367 20.101025 7.666000 4.058000 20.000000 58.038427
MGTH_J022532.9-045733 36.386910 -4.959072 1.327690 0.069832 9.625000 10.192700 162.885533 44.000000 0.100343 10.079181 0.000000 18.271946 17.291227 16.834437 11.827000 10.555000 0.000000 26.817320
